bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_date_valid,primary_author,publication_year,publication_month,rating_bucket,review_to_rating_ratio
7938,Winter Cottage,Carol Ryrie Brink,4.15,0020419708,9780020419709,eng,178.0,182,37.0,1974-06-01,Atheneum,True,Carol Ryrie Brink,1974.0,6.0,4-4.5,0.2032967032967033
7946,Eddie's Valuable Property,Carolyn Haywood,4.09,0688320147,9780688320140,eng,192.0,43,3.0,1975-03-01,William Morrow & Company,True,Carolyn Haywood,1975.0,3.0,4-4.5,0.06976744186046512
7955,Empire (Empire  #1),Orson Scott Card,3.43,0765316110,9780765316110,eng,352.0,8577,756.0,2006-11-28,Tor Books,True,Orson Scott Card,2006.0,11.0,3-4,0.08814270724029381
7956,Treason,Orson Scott Card,3.9,0765309041,9780765309044,eng,288.0,6234,337.0,2006-01-24,Orb Books,True,Orson Scott Card,2006.0,1.0,3-4,0.05405838947706128
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,0765347989,9780765347985,eng,212.0,10475,496.0,2004-09-01,Tor,True,Orson Scott Card,2004.0,9.0,3-4,0.0473508353221957
7958,Sarah (Women of Genesis  #1),Orson Scott Card,3.88,0765341174,9780765341174,eng,341.0,9828,1004.0,2001-09-17,Forge,True,Orson Scott Card,2001.0,9.0,3-4,0.10215710215710215
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,0765341298,9780765341297,eng,368.0,5618,514.0,2005-11-29,Forge Books,True,Orson Scott Card,2005.0,11.0,3-4,0.09149163403346387
7960,How to Write Science Fiction and Fantasy,Orson Scott Card,3.9,0898794161,9780898794168,eng,140.0,475,66.0,1990-07-15,F & W Publications Inc.,True,Orson Scott Card,1990.0,7.0,3-4,0.13894736842105262
7961,Saints,Orson Scott Card,3.54,0312876068,9780312876067,eng,608.0,2436,268.0,2001-03-14,Forge Books,True,Orson Scott Card,2001.0,3.0,3-4,0.11001642036124795
7965,Homebody,Orson Scott Card,3.39,0061093998,9780061093999,eng,430.0,2707,167.0,1999-01-25,HarperTorch,True,Orson Scott Card,1999.0,1.0,3-4,0.061691909863317324
7966,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,076534128X,9780765341280,eng,416.0,7487,617.0,2012-03-27,Forge,True,Orson Scott Card,2012.0,3.0,3-4,0.08240950981701615
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812550757,9780812550757,eng,382.0,190379,6637.0,1994-08-15,Tor Books,True,Orson Scott Card,1994.0,8.0,4-4.5,0.03486203835507067
7968,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,0812524268,9780812524260,eng,311.0,18228,427.0,1992-07-15,Tor Fantasy,True,Orson Scott Card,1992.0,7.0,3-4,0.023425499231950846
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,0812532619,9780812532616,eng,352.0,10268,164.0,1994-01-15,Tor Books,True,Orson Scott Card,1994.0,1.0,3-4,0.01597195169458512
7972,Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,3.95,1593974809,9781593974800,eng,13.0,109,19.0,2006-09-05,Macmillan Audio,True,Orson Scott Card,2006.0,9.0,3-4,0.1743119266055046
7973,Enchantment,Orson Scott Card,3.9,0345482409,9780345482402,eng,422.0,23534,2199.0,2005-05-31,Del Rey,True,Orson Scott Card,2005.0,5.0,3-4,0.09343927934052859
7974,Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,4.13,0399245499,9780399245497,eng,356.0,2288,69.0,2006-09-14,Philomel Books,True,Brian Jacques,2006.0,9.0,4-4.5,0.030157342657342656
7975,High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,0399242082,9780399242083,eng,341.0,134,11.0,2005-09-22,Philomel Books,True,Brian Jacques,2005.0,9.0,4-4.5,0.08208955223880597
7983,Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,4.07,0142501522,9780142501528,eng,400.0,26237,240.0,2003-09-15,Firebird,True,Brian Jacques,2003.0,9.0,4-4.5,0.009147387277508861
7987,The Legend of Luke (Redwall  #12),Brian Jacques,4.0,0142501093,9780142501092,eng,374.0,14205,144.0,2005-06-02,Firebird,True,Brian Jacques,2005.0,6.0,3-4,0.01013727560718057
7996,Redwall (Redwall  #1),Brian Jacques,4.12,1862301387,9781862301382,eng,352.0,88167,2604.0,2006-09-04,Red Fox,True,Brian Jacques,2006.0,9.0,4-4.5,0.029534859981625777
7997,Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,3.98,0142501182,9780142501184,eng,356.0,8025,261.0,2003-03-31,Firebird,True,Brian Jacques,2003.0,3.0,3-4,0.03252336448598131
7998,Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,0142401420,9780142401422,eng,368.0,17597,188.0,2004-05-24,Firebird,True,Brian Jacques,2004.0,5.0,3-4,0.010683639256691482
8001,Triss (Redwall  #15),Brian Jacques/Allan Curless,3.99,0142402486,9780142402481,eng,389.0,10830,119.0,2004-09-09,Firebird,True,Brian Jacques,2004.0,9.0,3-4,0.010987996306555864
8004,A Redwall Winter's Tale,Brian Jacques/Christopher Denise,4.13,0142401986,9780142401989,eng,72.0,2353,43.0,2004-10-21,Puffin,True,Brian Jacques,2004.0,10.0,4-4.5,0.01827454313642159
8012,Mr. Impossible,Roger Hargreaves,3.95,084317420X,9780843174205,eng,32.0,614,29.0,1998-08-24,Price Stern Sloan,True,Roger Hargreaves,1998.0,8.0,3-4,0.04723127035830619
8013,Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.65,0843121106,9780843121100,eng,40.0,202,17.0,2006-09-14,Price Stern Sloan,True,Roger Hargreaves,2006.0,9.0,3-4,0.08415841584158416
8014,Mr. Bump,Roger Hargreaves,4.03,0843178388,9780843178388,eng,32.0,1701,74.0,1998-03-23,Price Stern Sloan,True,Roger Hargreaves,1998.0,3.0,4-4.5,0.04350382128159906
8019,Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,4.02,0843121319,9780843121315,eng,32.0,207,11.0,2007-01-11,Price Stern Sloan,True,Roger Hargreaves,2007.0,1.0,4-4.5,0.05314009661835749
8021,Little Miss Lucky,Roger Hargreaves,3.82,0843175044,9780843175042,eng,32.0,291,21.0,1999-11-22,Price Stern Sloan,True,Roger Hargreaves,1999.0,11.0,3-4,0.07216494845360824
8023,Mr. Happy,Roger Hargreaves,3.98,1405211997,9781405211994,eng,36.0,1,0.0,2004-04-30,Egmont Children's Books,True,Roger Hargreaves,2004.0,4.0,3-4,0.0
8032,Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,084312492X,9780843124927,eng,32.0,87,12.0,2007-05-10,Price Stern Sloan,True,Roger Hargreaves,2007.0,5.0,3-4,0.13793103448275862
8044,Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,4.12,0679801243,9780679801245,eng,32.0,6,0.0,1989-10-14,Random House for Young Readers,True,Roger Hargreaves,1989.0,10.0,4-4.5,0.0
8048,Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,0679801154,9780679801153,eng,32.0,2,0.0,1989-10-14,Random House for Young Readers,True,Roger Hargreaves,1989.0,10.0,4.5-5,0.0
8051,Gary Grizzle,Roger Hargreaves/Gray Jolliffe,4.33,0679801251,9780679801252,eng,32.0,3,0.0,1989-10-14,Random House for Young Readers,True,Roger Hargreaves,1989.0,10.0,4-4.5,0.0
8053,Charlie Oink,Roger Hargreaves/Gray Jolliffe,4.33,067980126X,9780679801269,eng,32.0,3,0.0,1989-10-14,Random House  for Young Readers,True,Roger Hargreaves,1989.0,10.0,4-4.5,0.0
8060,Madame Je-Sais-Tout,Roger Hargreaves,3.77,2010189140,9782010189142,fre,36.0,1,0.0,1997-05-31,Hachette,True,Roger Hargreaves,1997.0,5.0,3-4,0.0
8062,The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,4.37,0385074573,9780385074575,eng,158.0,57,9.0,1964-10-01,Doubleday Books,True,Margery Clark,1964.0,10.0,4-4.5,0.15789473684210525
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,4.16,0689707495,9780689707490,eng,32.0,124141,2038.0,1982-04-01,Atheneum Books for Young Readers,True,Judi Barrett,1982.0,4.0,4-4.5,0.016416816362039937
8074,The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.8,0689305648,9780689305641,eng,32.0,4,1.0,1977-01-01,Atheneum Books,True,Judi Barrett,1977.0,1.0,3-4,0.25
8077,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,4.11,1595191356,9781595191359,eng,32.0,0,0.0,1991-10-30,Live Oak Media,True,Judi Barrett,1991.0,10.0,4-4.5,
8084,Beauty,Robin McKinley,4.05,0060753102,9780060753108,eng,325.0,3258,478.0,2005-07-26,HarperCollins,True,Robin McKinley,2005.0,7.0,4-4.5,0.14671577655003068
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,0142302333,9780142302330,eng,1008.0,527,12.0,2002-09-16,Puffin,True,Robin McKinley,2002.0,9.0,4-4.5,0.022770398481973434
8087,Deerskin,Robin McKinley,3.89,0441012396,9780441012398,eng,384.0,17485,1021.0,2005-05-01,Ace Books,True,Robin McKinley,2005.0,5.0,3-4,0.0583929082070346
8088,Sunshine,Robin McKinley,3.85,0515138819,9780515138818,eng,405.0,31047,3519.0,2004-11-30,Jove,True,Robin McKinley,2004.0,11.0,3-4,0.11334428447192965
8089,Rose Daughter,Robin McKinley,3.77,0441005837,9780441005833,eng,304.0,17168,997.0,1998-12-01,Ace,True,Robin McKinley,1998.0,12.0,3-4,0.05807315936626282
8091,The Door in the Hedge,Robin McKinley,3.68,0698119606,9780698119604,eng,224.0,7941,419.0,2003-10-13,Firebird,True,Robin McKinley,2003.0,10.0,3-4,0.05276413549930739
8093,The Stone Fey,Robin McKinley/John Clapp,3.36,0152000178,9780152000172,eng,64.0,1036,78.0,1998-09-01,HMH Books for Young Readers,True,Robin McKinley,1998.0,9.0,3-4,0.07528957528957529
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,0451528824,9780451528827,eng,320.0,625759,13883.0,2003-05-06,Signet Book,True,L.M. Montgomery,2003.0,5.0,4-4.5,0.022185857494658488
8134,Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,1419326961,9781419326967,eng,9.0,69,17.0,2005-01-01,Recorded Books  Inc.,True,L.M. Montgomery,2005.0,1.0,4-4.5,0.2463768115942029
8137,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,0553560689,9780553560688,eng,403.0,3106,115.0,1993-02-01,Bantam Books,True,L.M. Montgomery,1993.0,2.0,3-4,0.037025112685125566
8141,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,0448400634,9780448400631,eng,315.0,85,12.0,1990-11-01,Grosset & Dunlap,True,L.M. Montgomery,1990.0,11.0,4-4.5,0.1411764705882353
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,0679729976,9780679729976,eng,685.0,5889,183.0,1996-12-09,Vintage,True,Vladimir Nabokov,1996.0,12.0,4-4.5,0.03107488537952114
8147,The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.0,0141185872,9780141185873,eng,406.0,2334,109.0,2001-04-05,Penguin Books,True,Vladimir Nabokov,2001.0,4.0,3-4,0.04670094258783205
8148,Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,0156027755,9780156027755,eng,385.0,1606,83.0,2002-12-16,Mariner Books,True,Vladimir Nabokov,2002.0,12.0,4-4.5,0.051681195516811954
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,1883011183,9781883011185,eng,734.0,119,10.0,1996-10-01,Library of America,True,Vladimir Nabokov,1996.0,10.0,4-4.5,0.08403361344537816
8150,The American Years,Brian Boyd,4.33,0691024715,9780691024714,eng,800.0,256,22.0,1993-01-31,Princeton University Press,True,Brian Boyd,1993.0,1.0,4-4.5,0.0859375
8151,Laughter in the Dark,Vladimir Nabokov,3.97,0811216748,9780811216746,eng,292.0,8717,477.0,2006-09-17,New Directions,True,Vladimir Nabokov,2006.0,9.0,3-4,0.054720660777790524
8153,The Luzhin Defense,Vladimir Nabokov/Michael Scammell,3.95,0679727221,9780679727224,eng,256.0,7305,277.0,1990-08-11,Vintage,True,Vladimir Nabokov,1990.0,8.0,3-4,0.037919233401779606
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,031235326X,9780312353261,eng,928.0,34366,573.0,2005-12-01,Griffin,True,Barbara Taylor Bradford,2005.0,12.0,4-4.5,0.016673456323110052
8162,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.63,0312354606,9780312354602,eng,484.0,1287,104.0,2006-12-26,St. Martin's Press,True,Barbara Taylor Bradford,2006.0,12.0,3-4,0.08080808080808081
8174,Dark Birthright,Jeanne Treat/Jane Starr Weils,3.63,097216748X,9780972167482,eng,429.0,132,27.0,2006-10-01,Treat Enterprises,True,Jeanne Treat,2006.0,10.0,3-4,0.20454545454545456
8178,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,0743471229,9780743471220,eng,326.0,1246,69.0,2006-10-01,Pocket Star,True,Richard A. Knaak,2006.0,10.0,3-4,0.05537720706260032
8196,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,4.3,0060278420,9780060278427,eng,80.0,746,48.0,1998-10-13,HarperCollins,True,William   Anderson,1998.0,10.0,4-4.5,0.064343163538874
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,1400307848,9781400307845,eng,113.0,108,11.0,2006-05-10,Tommy Nelson,True,Laura Ingalls Wilder,2006.0,5.0,3-4,0.10185185185185185
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,1400307856,9781400307852,eng,116.0,94,10.0,2006-05-10,Tommy Nelson,True,Laura Ingalls Wilder,2006.0,5.0,3-4,0.10638297872340426
8200,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.13,0060724919,9780060724917,eng,352.0,686,52.0,2006-02-07,HarperCollins,True,Laura Ingalls Wilder,2006.0,2.0,4-4.5,0.07580174927113703
8202,Laura Ingalls Wilder: A Biography,William   Anderson,4.2,0060885521,9780060885526,eng,256.0,4144,98.0,2007-01-02,HarperCollins,True,William   Anderson,2007.0,1.0,4-4.5,0.02364864864864865
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,0064400816,9780064400817,eng,124.0,3926,119.0,1976-10-20,Harper & Row,True,Laura Ingalls Wilder,1976.0,10.0,3-4,0.03031074885379521
8204,The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,4.09,0064461963,9780064461962,eng,160.0,234,18.0,1997-10-01,HarperCollins Publishers,True,Laura Ingalls Wilder,1997.0,10.0,4-4.5,0.07692307692307693
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,3.98,1400307864,9781400307869,eng,128.0,41,2.0,2006-05-08,Thomas Nelson,True,Laura Ingalls Wilder,2006.0,5.0,3-4,0.04878048780487805
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,3.96,140008279X,9781400082797,eng,276.0,346,31.0,2006-06-27,Harmony,True,Tim Freke,2006.0,6.0,3-4,0.08959537572254335
8213,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,0226505367,9780226505367,eng,248.0,75,12.0,2006-11-15,University of Chicago Press,True,Jean-Luc Marion,2006.0,11.0,4-4.5,0.16
8214,The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,4.24,0810117495,9780810117495,eng,304.0,92,9.0,2001-02-28,Northwestern University Press,True,Hans Jonas,2001.0,2.0,4-4.5,0.09782608695652174
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,4.15,0064407144,9780064407144,eng,321.0,1480,39.0,2001-05-08,HarperTrophy,True,Melissa Wiley,2001.0,5.0,4-4.5,0.026351351351351353
8221,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.12,0380016362,9780380016365,eng,241.0,5628,125.0,1977-05-01,Avon,True,Donald Zochert,1977.0,5.0,4-4.5,0.02221037668798863
8227,Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.28,0064433730,9780064433730,eng,32.0,1538,59.0,1995-09-15,HarperCollins,True,Laura Ingalls Wilder,1995.0,9.0,4-4.5,0.03836150845253576
8228,The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,3.89,0060565098,9780060565091,eng,3.0,91,13.0,2006-06-13,HarperFestival,True,Laura Ingalls Wilder,2006.0,6.0,3-4,0.14285714285714285
8230,Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,4.15,006440692X,9780064406925,eng,32.0,424,25.0,1997-09-06,Winter on the Farm (My First Little House),True,Laura Ingalls Wilder,1997.0,9.0,4-4.5,0.0589622641509434
8233,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,0064434974,9780064434973,eng,40.0,867,31.0,2000-02-02,HarperCollins,True,Laura Ingalls Wilder,2000.0,2.0,4-4.5,0.03575547866205306
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant/Jim LaMarche,4.05,0064409902,9780064409902,eng,176.0,4799,88.0,2004-06-01,Harper Trophy,True,Cynthia Rylant,2004.0,6.0,4-4.5,0.01833715357366118
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,0385325339,9780385325332,eng,39.0,143,18.0,1998-10-13,Doubleday Books for Young Readers,True,Laura Ingalls Wilder,1998.0,10.0,3-4,0.1258741258741259
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.7,1558491228,9781558491229,eng,304.0,35,5.0,1997-11-21,University of Massachusetts Press,True,Ann Romines,1997.0,11.0,3-4,0.14285714285714285
8249,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,006056508X,9780060565084,eng,7.0,105,12.0,2006-03-28,HarperFestival,True,Laura Ingalls Wilder,2006.0,3.0,4-4.5,0.11428571428571428
8252,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,4.07,0060885386,9780060885380,eng,357.0,45778,1286.0,2007-01-01,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,4-4.5,0.02809209664030757
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,0060885432,9780060885434,eng,374.0,71853,646.0,2007-01-01,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,4-4.5,0.008990577985609509
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,0064420817,9780064420815,eng,80.0,66,7.0,1999-10-06,HarperCollins,True,Laura Ingalls Wilder,1999.0,10.0,4-4.5,0.10606060606060606
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,0064462048,9780064462044,eng,64.0,59,6.0,1998-03-21,HarperCollins,True,Carolyn Strom Collins,1998.0,3.0,4-4.5,0.1016949152542373
8256,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.2,0064434877,9780064434874,eng,32.0,2142,72.0,1997-09-20,HarperCollins,True,Laura Ingalls Wilder,1997.0,9.0,4-4.5,0.03361344537815126
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,0060885424,9780060885427,eng,422.0,67427,1048.0,2007-01-01,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,4-4.5,0.015542735106114761
8285,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,006443494X,9780064434942,eng,40.0,453,17.0,1998-09-05,HarperCollins,True,Laura Ingalls Wilder,1998.0,9.0,4-4.5,0.037527593818984545
8290,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,0064434982,9780064434980,eng,32.0,324,23.0,1999-01-16,HarperCollins,True,Laura Ingalls Wilder,1999.0,1.0,4-4.5,0.07098765432098765
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,0060885459,9780060885458,eng,126.0,28259,533.0,2007-01-02,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,3-4,0.01886124774408153
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,0064460908,9780064460903,eng,256.0,3375,91.0,1989-09-07,HarperCollins,True,Barbara M. Walker,1989.0,9.0,4-4.5,0.026962962962962963
8322,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,0060885394,9780060885397,eng,309.0,635,30.0,2007-01-01,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,4-4.5,0.047244094488188976
8335,Let the Hurricane Roar,Rose Wilder Lane,3.96,0064401588,9780064401586,eng,118.0,192,32.0,1985-10-01,HarperTrophy,True,Rose Wilder Lane,1985.0,10.0,3-4,0.16666666666666666
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,0060885378,9780060885373,eng,198.0,201840,3463.0,2007-01-01,HarperTrophy,True,Laura Ingalls Wilder,2007.0,1.0,4-4.5,0.017157154181529924
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,0789422131,9780789422132,eng,64.0,8,2.0,1997-09-15,Dorling Kindersley Children,True,David Burnie,1997.0,9.0,3-4,0.25
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,0756616344,9780756616342,eng,624.0,570,17.0,2005-09-19,DK,True,David Burnie,2005.0,9.0,4.5-5,0.02982456140350877
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,0786864028,9780786864027,eng,192.0,34,2.0,1998-05-01,Disney Enterprises,True,Melody Malmberg,1998.0,5.0,4-4.5,0.058823529411764705
8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9789707705739,spa,256.0,16,4.0,2006-07-01,Alfaguara,True,Sergio Ramírez,2006.0,7.0,3-4,0.25
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,0789458209,9780789458209,eng,64.0,5,0.0,2000-06-14,DK Children,True,David Burnie,2000.0,6.0,4-4.5,0.0
